Company Name,Industry,Budget Range,Location,Target Audience,Marketing Goals,Commitment Level Years,sport
UniqueCompany_817,Food & Beverage,"Over 100,000",Indore,Young Adults,Brand Awareness,0.98,Swimming
UniqueCompany_818,Technology,"Over 100,000",Thane,Adults,Brand Awareness,4.94,Football
UniqueCompany_819,Food & Beverage,"Over 100,000",Mumbai,Seniors,Sales Increase,1.34,Athletics
UniqueCompany_820,Sports,"1,000-5,000",Mumbai,Teens,Market Expansion,1.21,Athletics
UniqueCompany_821,Food & Beverage,"20,000-100,000",Bhopal,Adults,Market Expansion,3.13,Tennis
UniqueCompany_822,Technology,"1,000-5,000",Meerut,Seniors,Market Expansion,1.13,Athletics
UniqueCompany_823,Sports,"5,000-20,000",Bangalore,Teens,Market Expansion,2.18,Football
UniqueCompany_824,Finance,"20,000-100,000",Ahmedabad,Young Adults,Market Expansion,2.57,Athletics
UniqueCompany_825,Fashion,"Over 100,000",Aurangabad,Adults,Market Expansion,0.85,Basketball
UniqueCompany_826,Sports,"Over 100,000",Thane,Young Adults,Sales Increase,4,Athletics
UniqueCompany_827,Healthcare,"20,000-100,000",Dhanbad,Adults,Brand Awareness,2.48,Basketball
UniqueCompany_828,Healthcare,"Over 100,000",Faridabad,Seniors,Market Expansion,3.88,Soccer
UniqueCompany_829,Food & Beverage,"5,000-20,000",Patna,Teens,Sales Increase,1.55,Swimming
UniqueCompany_830,Sports,"5,000-20,000",Jaipur,Teens,Market Expansion,1.34,Swimming
UniqueCompany_831,Fashion,"Over 100,000",Kolkata,Young Adults,Market Expansion,1.89,Swimming
UniqueCompany_832,Technology,"5,000-20,000",Mumbai,Adults,Sales Increase,3.33,Athletics
UniqueCompany_833,Sports,"5,000-20,000",Ludhiana,Teens,Market Expansion,3.01,Basketball
UniqueCompany_834,Food & Beverage,"20,000-100,000",Nagpur,Seniors,Brand Awareness,3.01,F1-Racing
UniqueCompany_835,Finance,"5,000-20,000",Bhopal,Young Adults,Market Expansion,2.77,Cricket
UniqueCompany_836,Fashion,"20,000-100,000",Meerut,Young Adults,Brand Awareness,3.47,Tennis
UniqueCompany_837,Healthcare,"20,000-100,000",Rajkot,Young Adults,Sales Increase,1.3,Football
UniqueCompany_838,Healthcare,"1,000-5,000",Kanpur,Teens,Sales Increase,1,F1-Racing
UniqueCompany_839,Food & Beverage,"Over 100,000",Allahabad,Young Adults,Market Expansion,3.18,Basketball
UniqueCompany_840,Healthcare,"5,000-20,000",Srinagar,Young Adults,Market Expansion,1.25,Tennis
UniqueCompany_841,Food & Beverage,"20,000-100,000",Meerut,Adults,Sales Increase,2.37,Basketball
UniqueCompany_842,Finance,"5,000-20,000",Kolkata,Adults,Brand Awareness,2.17,F1-Racing
UniqueCompany_843,Finance,"5,000-20,000",Chennai,Teens,Brand Awareness,3.82,Wrestling
UniqueCompany_844,Technology,"1,000-5,000",Ludhiana,Teens,Market Expansion,3.11,Soccer
UniqueCompany_845,Finance,"20,000-100,000",Lucknow,Young Adults,Sales Increase,3.01,Basketball
UniqueCompany_846,Sports,"1,000-5,000",Ghaziabad,Teens,Sales Increase,0.85,Athletics
UniqueCompany_847,Technology,"5,000-20,000",Aurangabad,Seniors,Sales Increase,2.49,Soccer
UniqueCompany_848,Technology,"1,000-5,000",Patna,Teens,Market Expansion,4.73,Cricket
UniqueCompany_849,Technology,"Over 100,000",Indore,Teens,Sales Increase,2.97,Basketball
UniqueCompany_850,Healthcare,"Over 100,000",Mumbai,Seniors,Brand Awareness,2.45,Wrestling
UniqueCompany_851,Fashion,"20,000-100,000",Hyderabad,Seniors,Brand Awareness,2.21,Wrestling
UniqueCompany_852,Technology,"1,000-5,000",Visakhapatnam,Adults,Market Expansion,3.26,Wrestling
UniqueCompany_853,Finance,"Over 100,000",Varanasi,Young Adults,Market Expansion,2.05,Wrestling
UniqueCompany_854,Sports,"20,000-100,000",Thane,Teens,Brand Awareness,2.76,Tennis
UniqueCompany_855,Fashion,"5,000-20,000",Dhanbad,Teens,Market Expansion,4.81,Basketball
UniqueCompany_856,Technology,"Over 100,000",Bangalore,Seniors,Market Expansion,1.79,Wrestling
UniqueCompany_857,Fashion,"5,000-20,000",Indore,Teens,Sales Increase,1.34,Soccer
UniqueCompany_858,Food & Beverage,"1,000-5,000",Amritsar,Adults,Market Expansion,0.7,Athletics
UniqueCompany_859,Finance,"1,000-5,000",Bangalore,Young Adults,Market Expansion,2.58,Tennis
UniqueCompany_860,Finance,"Over 100,000",Aurangabad,Seniors,Brand Awareness,1.99,Wrestling
UniqueCompany_861,Food & Beverage,"20,000-100,000",Indore,Teens,Sales Increase,4.18,Football
UniqueCompany_862,Healthcare,"5,000-20,000",Bhopal,Adults,Market Expansion,4.73,Wrestling
UniqueCompany_863,Finance,"5,000-20,000",Meerut,Teens,Market Expansion,0.8,Swimming
UniqueCompany_864,Technology,"1,000-5,000",Bangalore,Seniors,Sales Increase,2.88,Wrestling
UniqueCompany_865,Sports,"20,000-100,000",Bangalore,Adults,Sales Increase,1.37,Wrestling
UniqueCompany_866,Fashion,"Over 100,000",Patna,Adults,Brand Awareness,3.88,Tennis
UniqueCompany_867,Fashion,"Over 100,000",Allahabad,Adults,Brand Awareness,2.51,Swimming
UniqueCompany_868,Finance,"5,000-20,000",Bangalore,Adults,Brand Awareness,3.77,Wrestling
UniqueCompany_869,Technology,"5,000-20,000",Dhanbad,Adults,Sales Increase,3.48,Athletics
UniqueCompany_870,Healthcare,"1,000-5,000",Meerut,Young Adults,Market Expansion,2.41,Athletics
UniqueCompany_871,Healthcare,"1,000-5,000",Srinagar,Adults,Market Expansion,3.52,Soccer
UniqueCompany_872,Finance,"1,000-5,000",Rajkot,Seniors,Market Expansion,2.28,Swimming
UniqueCompany_873,Healthcare,"5,000-20,000",Rajkot,Young Adults,Market Expansion,1.85,Soccer
UniqueCompany_874,Fashion,"1,000-5,000",Mumbai,Adults,Market Expansion,2.22,Basketball
UniqueCompany_875,Healthcare,"20,000-100,000",Visakhapatnam,Adults,Brand Awareness,2.8,Basketball
UniqueCompany_876,Healthcare,"5,000-20,000",Bhopal,Young Adults,Brand Awareness,2.34,Wrestling
UniqueCompany_877,Technology,"Over 100,000",Aurangabad,Teens,Brand Awareness,4.71,Football
UniqueCompany_878,Healthcare,"Over 100,000",Ahmedabad,Adults,Sales Increase,4.5,Soccer
UniqueCompany_879,Technology,"Over 100,000",Indore,Teens,Brand Awareness,4.3,F1-Racing
UniqueCompany_880,Food & Beverage,"5,000-20,000",Bhopal,Teens,Sales Increase,3.7,Wrestling
UniqueCompany_881,Finance,"5,000-20,000",Aurangabad,Seniors,Market Expansion,4.7,Swimming
UniqueCompany_882,Fashion,"1,000-5,000",Chennai,Adults,Brand Awareness,3.49,Football
UniqueCompany_883,Healthcare,"1,000-5,000",Meerut,Seniors,Sales Increase,2.05,Cricket
UniqueCompany_884,Sports,"1,000-5,000",Kolkata,Adults,Sales Increase,1.43,F1-Racing
UniqueCompany_885,Sports,"1,000-5,000",Surat,Teens,Sales Increase,3.33,Soccer
UniqueCompany_886,Technology,"1,000-5,000",Vadodara,Adults,Market Expansion,2.07,Football
UniqueCompany_887,Sports,"5,000-20,000",Patna,Young Adults,Brand Awareness,3.68,Athletics
UniqueCompany_888,Food & Beverage,"1,000-5,000",Varanasi,Young Adults,Brand Awareness,2.39,Athletics
UniqueCompany_889,Finance,"Over 100,000",Pune,Adults,Market Expansion,1.76,Swimming
UniqueCompany_890,Fashion,"Over 100,000",Nashik,Seniors,Sales Increase,4.17,Soccer
UniqueCompany_891,Food & Beverage,"20,000-100,000",Hyderabad,Young Adults,Brand Awareness,2.28,Cricket
UniqueCompany_892,Healthcare,"1,000-5,000",Nashik,Adults,Market Expansion,4.51,Athletics
UniqueCompany_893,Food & Beverage,"1,000-5,000",Nashik,Seniors,Sales Increase,2.79,Soccer
UniqueCompany_894,Food & Beverage,"5,000-20,000",Vadodara,Adults,Market Expansion,3.38,Cricket
UniqueCompany_895,Technology,"Over 100,000",Amritsar,Teens,Sales Increase,2.81,Wrestling
UniqueCompany_896,Food & Beverage,"1,000-5,000",Varanasi,Seniors,Market Expansion,3.11,Wrestling
UniqueCompany_897,Fashion,"1,000-5,000",Meerut,Seniors,Sales Increase,1.16,Tennis
UniqueCompany_898,Healthcare,"1,000-5,000",Varanasi,Adults,Brand Awareness,0.85,F1-Racing
UniqueCompany_899,Finance,"1,000-5,000",Hyderabad,Adults,Brand Awareness,4.74,Cricket
UniqueCompany_900,Technology,"1,000-5,000",Indore,Young Adults,Brand Awareness,2.21,Tennis
UniqueCompany_901,Sports,"5,000-20,000",Agra,Adults,Sales Increase,2.91,Basketball
UniqueCompany_902,Technology,"5,000-20,000",Jaipur,Teens,Sales Increase,4.58,Wrestling
UniqueCompany_903,Finance,"20,000-100,000",Ghaziabad,Seniors,Sales Increase,3.59,Basketball
UniqueCompany_904,Food & Beverage,"1,000-5,000",Nashik,Adults,Market Expansion,3.42,Soccer
UniqueCompany_905,Fashion,"1,000-5,000",Patna,Seniors,Brand Awareness,4.58,Soccer
UniqueCompany_906,Fashion,"5,000-20,000",Bhopal,Teens,Market Expansion,0.6,Football
UniqueCompany_907,Technology,"20,000-100,000",Meerut,Adults,Sales Increase,4.2,Tennis
UniqueCompany_908,Fashion,"1,000-5,000",Hyderabad,Teens,Market Expansion,2.3,Athletics
UniqueCompany_909,Sports,"Over 100,000",Rajkot,Teens,Sales Increase,1.48,Cricket
UniqueCompany_910,Fashion,"5,000-20,000",Pune,Teens,Brand Awareness,2,Cricket
UniqueCompany_911,Healthcare,"1,000-5,000",Ghaziabad,Adults,Brand Awareness,3.97,Cricket
UniqueCompany_912,Fashion,"Over 100,000",Varanasi,Seniors,Brand Awareness,4.65,Football
UniqueCompany_913,Finance,"20,000-100,000",Mumbai,Teens,Sales Increase,4.41,Basketball
UniqueCompany_914,Fashion,"5,000-20,000",Nagpur,Young Adults,Brand Awareness,4.84,Wrestling
UniqueCompany_915,Technology,"5,000-20,000",Nagpur,Adults,Brand Awareness,2.19,Soccer
UniqueCompany_916,Healthcare,"1,000-5,000",Nagpur,Adults,Brand Awareness,4,Basketball
UniqueCompany_917,Sports,"1,000-5,000",Chennai,Teens,Brand Awareness,0.76,F1-Racing
UniqueCompany_918,Finance,"1,000-5,000",Kolkata,Young Adults,Brand Awareness,4.08,F1-Racing
UniqueCompany_919,Food & Beverage,"5,000-20,000",Kolkata,Adults,Sales Increase,2.86,Football
UniqueCompany_920,Finance,"Over 100,000",Aurangabad,Teens,Brand Awareness,2.88,Wrestling
UniqueCompany_921,Fashion,"1,000-5,000",Mumbai,Teens,Market Expansion,3.01,Basketball
UniqueCompany_922,Healthcare,"5,000-20,000",Chennai,Seniors,Market Expansion,4.9,Basketball
UniqueCompany_923,Finance,"Over 100,000",Agra,Adults,Sales Increase,3.74,Football
UniqueCompany_924,Food & Beverage,"1,000-5,000",Varanasi,Seniors,Brand Awareness,1.45,Cricket
UniqueCompany_925,Sports,"20,000-100,000",Chennai,Adults,Brand Awareness,4.33,Tennis
UniqueCompany_926,Sports,"5,000-20,000",Lucknow,Adults,Brand Awareness,1.7,Athletics
UniqueCompany_927,Sports,"1,000-5,000",Vadodara,Teens,Brand Awareness,2.81,Basketball
UniqueCompany_928,Finance,"1,000-5,000",Visakhapatnam,Adults,Market Expansion,4.89,F1-Racing
UniqueCompany_929,Food & Beverage,"20,000-100,000",Ahmedabad,Adults,Market Expansion,2.04,Cricket
UniqueCompany_930,Food & Beverage,"20,000-100,000",Surat,Teens,Brand Awareness,3.97,Swimming
UniqueCompany_931,Sports,"5,000-20,000",Allahabad,Seniors,Sales Increase,2.23,F1-Racing
UniqueCompany_932,Technology,"5,000-20,000",Amritsar,Adults,Market Expansion,0.87,Basketball
UniqueCompany_933,Technology,"5,000-20,000",Ahmedabad,Teens,Market Expansion,2.05,Wrestling
UniqueCompany_934,Healthcare,"5,000-20,000",Indore,Young Adults,Brand Awareness,3.05,Wrestling
UniqueCompany_935,Food & Beverage,"Over 100,000",Rajkot,Young Adults,Market Expansion,4.72,Soccer
UniqueCompany_936,Finance,"20,000-100,000",Pune,Seniors,Market Expansion,4.54,Athletics
UniqueCompany_937,Food & Beverage,"20,000-100,000",Lucknow,Young Adults,Market Expansion,3.7,F1-Racing
UniqueCompany_938,Sports,"1,000-5,000",Agra,Young Adults,Market Expansion,1.84,Tennis
UniqueCompany_939,Technology,"1,000-5,000",Ahmedabad,Adults,Sales Increase,0.63,Wrestling
UniqueCompany_940,Food & Beverage,"Over 100,000",Bhopal,Young Adults,Sales Increase,1.91,Cricket
UniqueCompany_941,Food & Beverage,"20,000-100,000",Rajkot,Adults,Sales Increase,4.68,F1-Racing
UniqueCompany_942,Food & Beverage,"5,000-20,000",Srinagar,Adults,Sales Increase,3.8,F1-Racing
UniqueCompany_943,Healthcare,"1,000-5,000",Kanpur,Teens,Brand Awareness,2.11,Athletics
UniqueCompany_944,Healthcare,"5,000-20,000",Kolkata,Teens,Sales Increase,2.47,Athletics
UniqueCompany_945,Fashion,"Over 100,000",Kolkata,Seniors,Market Expansion,2.15,Swimming
UniqueCompany_946,Technology,"20,000-100,000",Agra,Young Adults,Sales Increase,2.9,Cricket
UniqueCompany_947,Healthcare,"20,000-100,000",Nashik,Young Adults,Brand Awareness,0.7,Basketball
UniqueCompany_948,Healthcare,"1,000-5,000",Patna,Adults,Market Expansion,2.92,Wrestling
UniqueCompany_949,Food & Beverage,"Over 100,000",Amritsar,Teens,Market Expansion,1.65,Wrestling
UniqueCompany_950,Healthcare,"Over 100,000",Vadodara,Seniors,Sales Increase,2.96,Athletics
UniqueCompany_951,Fashion,"1,000-5,000",Surat,Adults,Brand Awareness,0.54,Soccer
UniqueCompany_952,Fashion,"5,000-20,000",Thane,Young Adults,Sales Increase,5,Wrestling
UniqueCompany_953,Sports,"Over 100,000",Allahabad,Seniors,Market Expansion,4.64,Football
UniqueCompany_954,Food & Beverage,"20,000-100,000",Agra,Adults,Brand Awareness,0.69,Soccer
UniqueCompany_955,Finance,"5,000-20,000",Meerut,Seniors,Market Expansion,1.86,Basketball
UniqueCompany_956,Healthcare,"1,000-5,000",Hyderabad,Seniors,Sales Increase,4.65,Wrestling
UniqueCompany_957,Healthcare,"1,000-5,000",Lucknow,Seniors,Brand Awareness,1.2,Soccer
UniqueCompany_958,Finance,"20,000-100,000",Mumbai,Seniors,Market Expansion,1.67,Athletics
UniqueCompany_959,Healthcare,"1,000-5,000",Indore,Seniors,Market Expansion,1.58,Cricket
UniqueCompany_960,Finance,"20,000-100,000",Hyderabad,Teens,Brand Awareness,2.83,Swimming
UniqueCompany_961,Technology,"Over 100,000",Ludhiana,Seniors,Brand Awareness,1.54,Wrestling
UniqueCompany_962,Healthcare,"5,000-20,000",Varanasi,Seniors,Sales Increase,2.82,Wrestling
UniqueCompany_963,Food & Beverage,"1,000-5,000",Hyderabad,Young Adults,Sales Increase,1.96,Basketball
UniqueCompany_964,Healthcare,"5,000-20,000",Vadodara,Teens,Market Expansion,4.42,Swimming
UniqueCompany_965,Finance,"1,000-5,000",Rajkot,Seniors,Market Expansion,3.48,Cricket
UniqueCompany_966,Sports,"1,000-5,000",Faridabad,Young Adults,Market Expansion,2.67,Swimming
UniqueCompany_967,Fashion,"20,000-100,000",Chennai,Young Adults,Market Expansion,4.22,Wrestling
UniqueCompany_968,Food & Beverage,"5,000-20,000",Nagpur,Young Adults,Brand Awareness,3.99,Basketball
UniqueCompany_969,Sports,"20,000-100,000",Bhopal,Young Adults,Market Expansion,3.74,Swimming
UniqueCompany_970,Finance,"Over 100,000",Varanasi,Seniors,Brand Awareness,4.11,Swimming
UniqueCompany_971,Sports,"20,000-100,000",Nashik,Teens,Brand Awareness,3.63,Tennis
UniqueCompany_972,Sports,"Over 100,000",Nashik,Teens,Brand Awareness,3.13,Cricket
UniqueCompany_973,Finance,"1,000-5,000",Visakhapatnam,Young Adults,Market Expansion,0.72,Football
UniqueCompany_974,Healthcare,"5,000-20,000",Mumbai,Adults,Brand Awareness,4.51,F1-Racing
UniqueCompany_975,Sports,"20,000-100,000",Varanasi,Young Adults,Brand Awareness,1.98,Wrestling
UniqueCompany_976,Technology,"1,000-5,000",Jaipur,Adults,Sales Increase,2.45,Tennis
UniqueCompany_977,Sports,"Over 100,000",Bangalore,Teens,Brand Awareness,4.15,Tennis
UniqueCompany_978,Sports,"Over 100,000",Bhopal,Teens,Market Expansion,0.72,Athletics
UniqueCompany_979,Healthcare,"20,000-100,000",Nagpur,Young Adults,Brand Awareness,1.01,Cricket
UniqueCompany_980,Healthcare,"Over 100,000",Pune,Teens,Brand Awareness,3.9,Football
UniqueCompany_981,Technology,"Over 100,000",Dhanbad,Teens,Market Expansion,4.52,Swimming
UniqueCompany_982,Healthcare,"Over 100,000",Meerut,Young Adults,Brand Awareness,1.76,Cricket
UniqueCompany_983,Food & Beverage,"20,000-100,000",Aurangabad,Seniors,Market Expansion,2.35,Athletics
UniqueCompany_984,Fashion,"Over 100,000",Kolkata,Teens,Market Expansion,1.11,Basketball
UniqueCompany_985,Food & Beverage,"20,000-100,000",Allahabad,Young Adults,Sales Increase,2.44,Cricket
UniqueCompany_986,Technology,"20,000-100,000",Allahabad,Teens,Sales Increase,4.33,F1-Racing
UniqueCompany_987,Finance,"5,000-20,000",Aurangabad,Young Adults,Brand Awareness,1.72,Soccer
UniqueCompany_988,Healthcare,"20,000-100,000",Hyderabad,Seniors,Market Expansion,4.74,Athletics
UniqueCompany_989,Fashion,"1,000-5,000",Jaipur,Young Adults,Brand Awareness,4.45,Swimming
UniqueCompany_990,Food & Beverage,"Over 100,000",Kolkata,Adults,Market Expansion,1.54,Football
UniqueCompany_991,Fashion,"Over 100,000",Surat,Adults,Sales Increase,2.61,Cricket
UniqueCompany_992,Finance,"20,000-100,000",Thane,Adults,Sales Increase,1.42,Swimming
UniqueCompany_993,Healthcare,"20,000-100,000",Amritsar,Young Adults,Market Expansion,1.95,Wrestling
UniqueCompany_994,Food & Beverage,"1,000-5,000",Lucknow,Young Adults,Brand Awareness,2.09,Soccer
UniqueCompany_995,Technology,"5,000-20,000",Nagpur,Adults,Market Expansion,1.67,Basketball
UniqueCompany_996,Healthcare,"20,000-100,000",Thane,Seniors,Brand Awareness,1.56,Swimming
UniqueCompany_997,Fashion,"Over 100,000",Visakhapatnam,Adults,Brand Awareness,4.06,Tennis
UniqueCompany_998,Technology,"1,000-5,000",Nashik,Seniors,Market Expansion,2.24,F1-Racing
UniqueCompany_999,Food & Beverage,"Over 100,000",Surat,Young Adults,Sales Increase,3.8,F1-Racing
